其他地區,一般,"166,595",57.50%,"2,233","371,995,664","134,363,180","562,804,397","1,930","1,292",990,345,"4,557",,
Other,Standard,,,,,,,,,,,,,
,小計,"781,799",59.54%,"3,262","2,550,136,443","2,414,483,884","5,524,170,754","11,366","15,944","7,162","3,351","37,823",,
,SubTotal,,,,,,,,,,,,,
,總計,"6,502,413",70.01%,"3,445","22,397,982,622","23,045,127,436","52,521,056,489","91,081","134,948","46,349","32,571","304,949",,
,Total,,,,,,,,,,,,,
,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Kind,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
國際,"243,724","5,274,938",70.96%,"3,628","19,140,112,172","20,142,132,492","45,602,564,613","76,428","117,273","40,271","27,958","261,930",,
Internation,,,,,,,,,,,,,,
一般,"60,779","1,227,475",66.21%,"2,654","3,257,870,450","2,902,994,944","6,918,491,876","14,653","17,675","6,078","4,613","43,019",,
Standard,,,,,,,,,,,,,,
小計,"304,503","6,502,413",70.01%,"3,445","22,397,982,622","23,045,127,436","52,521,056,489","91,081","134,948","46,349","32,571","304,949",,
SubTotal,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,臺北地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Taipei,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
圓山大飯店,"5,868","136,236",76.12%,"3,489","475,381,823","608,082,392","1,320,542,116","2,397","2,849","1,523",982,"7,751",,
The Grand Hotel,,,,,,,,,,,,,,
國賓大飯店,"5,064","127,267",82.40%,"3,906","497,114,553","941,282,269","1,552,294,576","1,499","3,427",376,654,"5,956",,
The Ambassador Hotel,,,,,,,,,,,,,,
台北華國大飯店,"3,608","88,483",80.41%,"2,590","229,187,464","155,423,888","411,506,331","1,110",950,76,528,"2,664",,
Imperial Hotel Taipei,,,,,,,,,,,,,,
華泰王子大飯店,"2,564","68,083",87.07%,"3,171","215,875,839","130,674,446","371,441,658",976,999,877,160,"3,012",,
Gloria Prince Hotel,,,,,,,,,,,,,,
國王大飯店,"1,176","21,572",60.14%,"1,757","37,900,021","9,057,747","48,350,826",396,132,240,0,768,,
Emperor Hotel,,,,,,,,,,,,,,
豪景大酒店,"2,562","66,992",85.73%,"1,991","133,385,791","30,814,586","167,381,289",564,266,197,0,"1,027",,
Hotel Riverview Taipei,,,,,,,,,,,,,,
台北凱撒大飯店,"4,731","133,598",92.45%,"3,362","449,158,764","231,444,493","745,265,975",841,"1,123",266,511,"2,741",,
Caesar Park Hotel Taipei,,,,,,,,,,,,,,
康華大飯店,"2,580","62,492",79.42%,"2,478","154,861,594","142,634,616","313,324,693",687,"1,056",464,0,"2,207",,
Golden China Hotel,,,,,,,,,,,,,,
神旺大飯店,"3,216","88,720",90.45%,"3,214","285,104,324","406,958,048","752,121,110","1,032","2,584",806,0,"4,422",,
San Want Hotel,,,,,,,,,,,,,,
兄弟大飯店,"3,000","74,173",81.06%,"2,841","210,702,007","455,104,388","720,883,811","1,320","3,540",864,166,"5,890",,
Brother Hotel,,,,,,,,,,,,,,
三德大飯店,"3,444","81,076",77.18%,"2,515","203,942,693","109,420,068","332,395,741",928,761,427,331,"2,447",,
Santos Hotel,,,,,,,,,,,,,,
亞都麗緻大飯店,"2,508","66,365",86.76%,"4,129","273,998,981","223,719,393","563,124,118",910,"1,626",485,491,"3,512",,
The Landis Taipei Hotel,,,,,,,,,,,,,,
國聯大飯店,"2,916","58,199",65.44%,"2,544","148,075,506","44,498,487","215,268,118",800,454,60,439,"1,753",,
United Hotel,,,,,,,,,,,,,,
台北寒舍喜來登大飯店,"8,256","191,021",75.86%,"5,559","1,061,801,577","1,348,664,642","2,704,907,749","2,803","5,485","1,971",580,"10,839",,
Sheraton Taipei Hotel,,,,,,,,,,,,,,
老爺大酒店,"2,424","67,186",90.88%,"4,456","299,365,945","232,504,909","613,077,424",898,"1,673",292,537,"3,400",,
Hotel Royal Taipei,,,,,,,,,,,,,,
福華大飯店,"7,272","151,740",68.41%,"4,039","612,832,000","543,710,000","1,389,282,000","3,046","4,363",975,"1,006","9,390",,
Howard Plaza Hotel,,,,,,,,,,,,,,
台北君悅酒店,"8,103","170,689",69.11%,"5,580","952,376,391","854,036,455","2,058,505,486","1,794","4,038","2,141",822,"8,795",,
Grand Hyatt Taipei,,,,,,,,,,,,,,
晶華酒店,"6,457","158,045",80.25%,"5,469","864,409,286","1,474,448,139","3,045,064,298","2,782","5,763","1,814",264,"10,623",,
The Regent Taipei,,,,,,,,,,,,,,
西華大飯店,"4,116","91,622",72.98%,"5,110","468,197,503","342,009,588","921,801,542","1,732","2,634",637,715,"5,718",,
The Sherwood Hotel Taipei,,,,,,,,,,,,,,
遠東國際大飯店,"5,040","110,279",71.74%,"6,284","693,030,530","765,941,153","1,696,460,224","2,614","3,216",824,"1,047","7,701",,
Far Eastern Plaza Hotel (Taipei),,,,,,,,,,,,,,
六福皇宮,"3,060","67,590",72.36%,"5,535","374,100,528","679,482,891","1,200,895,020","1,634","4,538","1,217",0,"7,389",,
The Westin Taipei,,,,,,,,,,,,,,
美麗信花園酒店,"2,436","66,914",90.06%,"2,450","163,915,390","79,351,931","332,955,524","1,025",670,482,0,"2,177",,
Miramar Garden Taipei,,,,,,,,,,,,,,
台北W飯店,"4,860","110,333",74.43%,"8,591","947,865,454","749,801,262","1,909,784,079","2,139","2,778","1,393",0,"6,310",,
W Taipei,,,,,,,,,,,,,,
台北寒舍艾美酒店,"1,920","44,941",76.74%,"8,230","369,849,835","752,369,100","1,257,160,199",977,"3,391",995,263,"5,626",,
Le Meridien Taipei Hotel,,,,,,,,,,,,,,
亞士都飯店,480,"11,137",76.07%,"2,334","25,998,452",0,"25,998,452",120,0,84,0,204,,
Astar Hotel,,,,,,,,,,,,,,
第一大飯店,"2,112","54,782",85.04%,"1,838","100,715,663","63,299,835","360,905,697",196,0,173,138,507,,
First Hotel,,,,,,,,,,,,,,
六福客棧,"2,700","74,489",90.45%,"1,707","127,151,263","123,165,087","264,657,051",590,"1,146",164,227,"2,127",,
The Leofoo Hotel,,,,,,,,,,,,,,
帝后大飯店,816,"16,952",68.11%,"1,676","28,416,786","711,903","29,128,689",192,48,48,0,288,,
Empress Hotel,,,,,,,,,,,,,,
華華大飯店,"1,344","31,737",77.42%,"1,619","51,387,140",0,"53,035,280",288,0,252,132,672,,
Hotel Flowers,,,,,,,,,,,,,,
歐華酒店,"1,344","27,929",68.13%,"3,008","84,020,252","65,233,824","166,252,542",577,515,353,0,"1,445",,
The Riviera Hotel,,,,,,,,,,,,,,
慶泰大飯店,"1,800","48,431",88.22%,"2,809","136,051,597","84,951,961","230,017,356",452,621,315,168,"1,556",,
Gala Hotel,,,,,,,,,,,,,,
天成大飯店,"2,638","76,035",94.50%,"2,542","193,277,192","331,707,143","574,876,574",756,204,120,84,"1,164",,
Cosmos Hotel,,,,,,,,,,,,,,
台北君品大酒店,"3,432","73,590",70.30%,"4,786","352,230,586","439,033,197","838,849,419","1,456","2,086",740,0,"4,282",,
Palais De Chine Hotel Taipei,,,,,,,,,,,,,,
首都大飯店,"1,529","38,755",83.11%,"4,399","170,486,243","65,852,531","251,557,119",371,663,119,113,"1,266",,
Capital Hotel,,,,,,,,,,,,,,
日勝生加賀屋國際溫泉飯店,981,"9,656",32.26%,"7,587","73,258,412","124,288,509","255,616,784",929,588,364,306,"2,187",,
Radium-Kagaya,,,,,,,,,,,,,,
福容大飯店 台北,"1,440","34,611",78.80%,"3,302","114,284,541","162,524,980","303,271,942",524,"1,095",112,125,"1,856",,
The Fullon Hotel Taipei,,,,,,,,,,,,,,
台北花園大酒店,"2,892","81,698",92.62%,"2,337","190,889,717","266,180,063","497,028,418",936,"1,342",217,342,"2,837",,
Taipei Garden Hotel,,,,,,,,,,,,,,
北投麗禧溫泉酒店,792,"8,150",33.74%,"9,223","75,164,811","62,792,503","184,856,976",637,527,51,295,"1,510",,
Grand View Resort,,,,,,,,,,,,,,
總計,"121,481","2,891,568",78.04%,"4,097","11,845,766,454","13,101,176,427","28,679,846,206","42,928","67,151","22,514","11,426","144,019",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,高雄地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Kaohsiung,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
華王大飯店,"3,565","68,456",62.96%,"1,699","116,339,921","106,718,999","228,885,014",572,675,579,35,"1,861",,
Hotel Kingdom,,,,,,,,,,,,,,
華園大飯店,"3,228","55,738",56.61%,"2,215","123,440,410","75,690,743","207,361,490",552,569,331,0,"1,452",,
Hotel Holiday Garden Kaohsiung,,,,,,,,,,,,,,
高雄國賓大飯店,"5,436","124,126",74.87%,"2,156","267,573,278","366,994,460","663,999,272","1,616","2,029",236,431,"4,312",,
The Ambassador Hotel Kaohsiung,,,,,,,,,,,,,,
漢來大飯店,"6,480","147,114",74.44%,"3,171","466,554,452","756,468,339","1,592,216,104","2,162","5,013",96,"1,809","9,080",,
Grand Hi-Lai Hotel,,,,,,,,,,,,,,
高雄福華大飯店,"3,396","71,567",69.09%,"2,090","149,604,000","175,857,000","367,438,000","1,013","1,241",454,325,"3,033",,
Howard Plaza Hotel Kaohsiung,,,,,,,,,,,,,,
君鴻國際酒店,"7,020","139,295",65.06%,"2,784","387,840,149","425,675,287","992,953,687","1,761","3,010","1,785",0,"6,556",,
85 SKY TOWER HOTEL,,,,,,,,,,,,,,
寒軒國際大飯店,"4,560","97,749",70.28%,"2,036","198,997,344","263,377,920","483,577,856","1,291","1,546",457,268,"3,562",,
Han-Hsien lnternational Hotel,,,,,,,,,,,,,,
麗尊大酒店,"2,376","53,386",73.67%,"2,349","125,402,942","200,206,590","335,091,300",604,"1,434",410,60,"2,508",,
The Lees Hotel,,,,,,,,,,,,,,
福容大飯店 高雄,"3,000","41,768",45.65%,"2,553","106,643,363","37,272,786","145,749,913",542,554,55,148,"1,299",,
Fullon Hotel Kaohsiung,,,,,,,,,,,,,,
總計,"39,061","799,199",67.08%,"2,430","1,942,395,859","2,408,262,124","5,017,272,636","10,113","16,071","4,403","3,076","33,663",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,臺中地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Taichung,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
全國大飯店,"2,136","47,637",73.12%,"2,032","96,786,025","213,143,967","345,626,728",597,"1,481",306,323,"2,707",,
Hotel National,,,,,,,,,,,,,,
通豪大飯店,"2,736","64,000",76.69%,"1,697","108,623,785","119,336,752","240,952,106",776,"1,037",397,171,"2,381",,
Plaza International Hotel,,,,,,,,,,,,,,
長榮桂冠酒店(台中),"4,248","97,312",75.11%,"2,525","245,743,444","290,359,693","609,906,106",909,"1,397",673,0,"2,979",,
Evergreen Laurel Hotel (Taichung),,,,,,,,,,,,,,
台中福華大飯店,"1,860","41,294",72.79%,"2,601","107,391,241","167,101,753","313,465,763",501,"1,293",206,418,"2,418",,
Howard Prince Hotel Taichung,,,,,,,,,,,,,,
台中金典酒店,"2,664","64,791",79.74%,"2,531","163,984,486","258,335,920","1,239,016,628","1,919","1,493",797,500,"4,709",,
The Splendor Hotel,,,,,,,,,,,,,,
裕元花園酒店,"1,788","43,767",80.26%,"3,368","147,386,383","280,316,856","477,647,459",746,"1,672",249,476,"3,143",,
Windsor Hotel,,,,,,,,,,,,,,
總計,"15,432","358,801",76.23%,"2,425","869,915,364","1,328,594,941","3,226,614,790","5,448","8,373","2,628","1,888","18,337",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,花蓮地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Hualien,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
花蓮亞士都飯店,"2,004","47,958",78.46%,"1,387","66,539,439","15,347,659","82,325,491",262,162,93,0,517,,
Astar Hotel,,,,,,,,,,,,,,
統帥大飯店,"3,240","63,439",64.20%,"1,560","98,975,578","71,751,195","173,634,674",421,834,310,72,"1,637",,
Marshal Hotel,,,,,,,,,,,,,,
花蓮翰品酒店,"2,508","45,439",59.40%,"1,813","82,397,753","121,226,439","213,606,012",638,811,365,0,"1,814",,
Hualien Chateau de Chine Hotel,,,,,,,,,,,,,,
美侖大飯店,"4,116","91,812",73.13%,"2,370","217,636,582","153,744,151","390,139,109","1,048","1,544",123,712,"3,427",,
Parkview Hotel,,,,,,,,,,,,,,
遠雄悅來大飯店,"4,572","71,363",51.18%,"3,786","270,164,945","158,815,920","529,058,851","1,765","1,471",482,739,"4,457",,
"Farglory Hotel, Hualien",,,,,,,,,,,,,,
總計,"16,440","320,011",63.82%,"2,299","735,714,297","520,885,364","1,388,764,137","4,134","4,822","1,373","1,523","11,852",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,風景區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Scenic Area,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
陽明山中國麗緻大飯店,564,"7,760",45.11%,"4,354","33,786,627","25,583,711","86,610,071",145,156,97,206,604,,
Hotel Landis China Yangmingshan,,,,,,,,,,,,,,
高雄圓山大飯店,"1,284","25,970",66.31%,"1,702","44,205,532","133,187,871","198,403,107",402,"1,174",300,694,"2,570",,
Grand Hotel Kaohsiung,,,,,,,,,,,,,,
凱撒大飯店,"3,048","83,086",89.37%,"5,349","444,456,004","160,038,797","641,980,434","1,140","1,035",235,"1,030","3,440",,
Caesar Park Hotel Kenting,,,,,,,,,,,,,,
知本老爺大酒店,"2,184","41,203",61.86%,"3,972","163,677,022","83,931,361","285,617,672",521,615,449,832,"2,417",,
Hotel Royal Chihpen Spa,,,,,,,,,,,,,,
太魯閣晶英酒店,"1,920","33,953",57.98%,"3,328","112,990,309","73,843,777","217,733,589",686,403,335,350,"1,774",,
"Silks Place Hotel, Taroko",,,,,,,,,,,,,,
墾丁福華渡假飯店,"4,860","97,688",65.90%,"3,311","323,415,642","135,049,836","490,669,369","1,158",908,0,"1,705","3,771",,
Howard Beach Resort Kenting,,,,,,,,,,,,,,
曾文.山芙蓉渡假大酒店,"2,412","36,127",49.11%,"1,520","54,901,607","30,468,842","88,807,934",260,264,0,275,799,,
The Hibiscus Resort,,,,,,,,,,,,,,
涵碧樓大飯店,"1,152","28,758",81.85%,"11,077","318,540,980","110,775,806","501,321,563",685,977,332,921,"2,915",,
The Lalu Sun Moon Lake,,,,,,,,,,,,,,
礁溪老爺大酒店,"2,316","50,239",71.12%,"6,863","344,784,706","229,794,718","662,605,982",888,"1,299",957,555,"3,699",,
Hotel Royal Chiao-Hsi,,,,,,,,,,,,,,
日月潭雲品酒店,"2,532","54,090",70.23%,"7,137","386,022,514","232,631,470","666,022,734","1,051","1,354",695,257,"3,357",,
Fleur De Chine Hotel,,,,,,,,,,,,,,
日月行館,"1,098","10,468",31.26%,"11,372","119,037,223","73,347,632","212,318,689",432,465,179,651,"1,727",,
Wen Wan Hotel & Resorts,,,,,,,,,,,,,,
阿里山賓館,350,"5,836",54.67%,"5,559","32,443,654","2,973,918","39,355,855",83,35,97,67,282,,
Alishan House,,,,,,,,,,,,,,
龍谷大飯店,"2,264","20,937",30.32%,"1,546","32,377,299","19,631,940","55,986,504",163,135,127,88,513,,
Dragon Valley Hotel,,,,,,,,,,,,,,
南台灣觀光大飯店,"1,260","24,467",63.67%,"1,168","28,570,965","17,724,379","64,796,822",160,95,131,240,626,,
South Formosa Hotel,,,,,,,,,,,,,,
水沙蓮觀光大飯店,648,"2,853",14.44%,"2,900","8,272,652","730,096","9,002,748",30,18,12,12,72,,
El Dorado Hotel,,,,,,,,,,,,,,
名都觀光渡假大飯店,"1,188","26,125",72.10%,"1,801","47,042,295","46,790,320","97,202,739",316,514,162,60,"1,052",,
Beau Max Resort Hotel,,,,,,,,,,,,,,
朝麗阿里山賓館,936,"4,560",15.94%,"7,167","32,682,065","17,955,677","55,818,596",108,213,147,75,543,,
Chaoli Alishan House,,,,,,,,,,,,,,
總計,"30,016","554,120",60.54%,"4,561","2,527,207,096","1,394,460,151","4,374,254,408","8,228","9,660","4,255","8,018","30,161",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,桃竹苗地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,TauHsiuMiao,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
桃園大飯店,"4,656","133,009",93.66%,"1,222","162,478,256","66,941,795","261,731,219",932,771,310,92,"2,105",,
Taoyuan Hotel,,,,,,,,,,,,,,
新竹老爺大酒店,"2,496","48,247",63.38%,"3,037","146,532,768","126,498,096","289,435,378",590,"1,054",614,194,"2,452",,
Hotel Royal Hsinchu,,,,,,,,,,,,,,
新竹國賓大飯店,"3,084","50,627",53.82%,"3,556","180,008,596","339,000,608","674,077,133","1,242","2,417",431,145,"4,235",,
The Ambassador Hotel Hsinchu,,,,,,,,,,,,,,
尊爵天際大飯店,"3,000","75,367",82.37%,"2,234","168,360,260","124,261,221","314,103,365",584,762,293,240,"1,879",,
Ｍonarch-Skyline Hotel,,,,,,,,,,,,,,
南方莊園,"1,332","24,546",60.42%,"3,832","94,054,512","134,672,233","283,456,529",503,879,447,350,"2,179",,
South Gardens Resort,,,,,,,,,,,,,,
新竹喜來登大飯店,"4,632","49,889",35.31%,"3,642","181,680,642","380,122,836","649,238,108","1,440","1,519",254,967,"4,180",,
Sheraton Hsinchu Hotel,,,,,,,,,,,,,,
台北諾富特華航桃園機場飯店,"4,276","112,615",86.34%,"2,367","266,608,620","150,273,500","464,017,282","1,022","1,213",669,129,"3,033",,
Novotel Taipei Taoyuan International Airport,,,,,,,,,,,,,,
尊爵大飯店,"2,772","68,240",80.71%,"2,091","142,712,492","205,389,808","373,557,398",601,"1,269",432,412,"2,714",,
Monarch Plaza Hotel,,,,,,,,,,,,,,
古華花園飯店,"2,898","74,872",84.70%,"2,160","161,712,707","154,406,434","349,071,861",703,"1,244",106,279,"2,332",,
Hotel Kuva Chateau,,,,,,,,,,,,,,
福容大飯店 桃園,"2,184","47,280",70.98%,"2,257","106,697,740","58,785,635","177,515,214",267,501,60,102,930,,
Fullon Hotel Taoyuan,,,,,,,,,,,,,,
福容大飯店 林口,"1,788","46,155",84.64%,"2,629","121,342,419","70,859,277","194,563,132",348,687,120,60,"1,215",,
Fullon Hotel Linkou,,,,,,,,,,,,,,
豐邑尊榮飯店,"4,608","40,747",28.99%,"3,597","146,582,195","14,069,718","175,455,138",303,222,49,319,893,,
Glory Hotel,,,,,,,,,,,,,,
苗栗兆品酒店,"1,296","25,321",64.06%,"1,899","48,075,902","51,983,384","103,911,801",329,389,229,0,947,,
Miaoli Maison De Chine,,,,,,,,,,,,,,
總計,"39,022","796,915",66.96%,"2,418","1,926,847,109","1,877,264,545","4,310,133,558","8,864","12,927","4,014","3,289","29,094",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2013/9/2,其他地區,,資料期間：,,2012年1月至2012年12月(Data for 2012/1~2012/12),,,,,,,,
,,Other,,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
台南大飯店,"1,824","25,134",45.18%,"1,728","43,433,082","128,235,956","197,560,561",454,"1,180",509,0,"2,143",,
Hotel Tainan,,,,,,,,,,,,,,
娜路彎大酒店,"3,312","70,801",70.09%,"3,169","224,399,975","100,639,590","344,710,708",802,540,444,365,"2,151",,
Formosan Naruwan Hotel & Resort Taitung,,,,,,,,,,,,,,
大億麗緻酒店,"3,780","70,679",61.31%,"3,080","217,689,241","299,085,702","573,643,836","1,054","2,120",748,0,"3,922",,
Tayih Landis Tainan,,,,,,,,,,,,,,
台糖長榮酒店(台南),"2,364","53,315",73.94%,"2,630","140,210,569","282,339,652","442,780,062",707,932,232,234,"2,105",,
Evergreen Plaza Hotel(Tainan),,,,,,,,,,,,,,
耐斯王子大飯店,"2,940","60,849",67.86%,"2,548","155,041,924","183,780,433","356,303,330",749,"1,151",369,171,"2,440",,
Nice Prince Hotel,,,,,,,,,,,,,,
高雄義大皇冠假日飯店,"7,872","137,000",57.06%,"3,821","523,412,459","361,318,378","963,331,881","1,335","2,660","1,741",552,"6,288",,
Crowne Plaza Kaohsiung E-DA World,,,,,,,,,,,,,,
蘭城晶英酒店,"2,316","40,991",58.03%,"4,180","171,356,722","225,383,649","465,645,525",846,"1,490",331,226,"2,893",,
Silks Place Yilan,,,,,,,,,,,,,,
長榮鳳凰酒店(礁溪),"2,772","48,838",57.77%,"6,087","297,275,558","191,995,732","588,101,774","1,098","1,042",663,538,"3,341",,
