Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
圓山大飯店,"4,443","82,896",61.22%,"4,264","353,493,473","543,268,182","1,054,685,232","2,082","2,444","1,499",676,"6,701",,
The Grand Hotel,,,,,,,,,,,,,,
國賓大飯店,"5,064","124,377",80.75%,"4,090","508,706,098","1,083,855,720","1,730,648,624","1,520","3,375",476,639,"6,010",,
The Ambassador Hotel,,,,,,,,,,,,,,
台北華國大飯店,"3,912","100,481",84.44%,"2,832","284,609,886","153,708,246","472,286,345","1,024",879,48,525,"2,476",,
Imperial Hotel Taipei,,,,,,,,,,,,,,
華泰王子大飯店,"2,466","63,655",84.90%,"3,273","208,347,666","133,973,215","371,635,335",962,"1,171",849,124,"3,106",,
Gloria Prince Hotel,,,,,,,,,,,,,,
國王大飯店,"1,176","29,668",82.94%,"1,541","45,726,922","12,184,399","59,709,532",396,132,240,0,768,,
Emperor Hotel,,,,,,,,,,,,,,
豪景大酒店,"2,492","65,547",86.47%,"2,344","153,654,667","38,495,443","195,352,673",676,327,232,0,"1,235",,
Hotel Riverview Taipei,,,,,,,,,,,,,,
台北凱撒大飯店,"5,736","161,548",92.59%,"3,655","590,392,586","231,580,519","886,837,075",938,"1,161",273,586,"2,958",,
Caesar Park Hotel Taipei,,,,,,,,,,,,,,
康華大飯店,"2,580","64,099",81.68%,"2,926","187,561,152","150,892,316","352,339,109",726,"1,084",457,0,"2,267",,
Golden China Hotel,,,,,,,,,,,,,,
神旺大飯店,"3,216","92,175",94.23%,"3,212","296,101,961","384,892,889","740,098,126","1,117","2,858",801,0,"4,776",,
San Want Hotel,,,,,,,,,,,,,,
兄弟大飯店,"3,000","80,239",87.93%,"2,925","234,680,178","492,320,103","772,948,456","1,320","3,540",864,156,"5,880",,
Brother Hotel,,,,,,,,,,,,,,
三德大飯店,"3,440","89,989",86.00%,"2,786","250,729,491","129,246,844","390,518,254",909,867,423,254,"2,453",,
Santos Hotel,,,,,,,,,,,,,,
亞都麗緻大飯店,"2,508","63,718",83.53%,"4,772","304,045,416","208,841,887","581,767,224",874,"1,510",428,565,"3,377",,
The Landis Taipei Hotel,,,,,,,,,,,,,,
國聯大飯店,"2,916","62,359",70.31%,"2,820","175,829,511","44,445,209","244,895,919",774,378,60,480,"1,692",,
United Hotel,,,,,,,,,,,,,,
台北寒舍喜來登大飯店,"8,256","185,162",73.73%,"6,103","1,130,044,781","1,427,777,446","2,868,330,396","2,766","5,393","2,217",561,"10,937",,
Sheraton Taipei Hotel,,,,,,,,,,,,,,
老爺大酒店,"2,424","67,722",91.85%,"4,769","322,970,947","289,085,943","697,349,123",908,"1,679",283,553,"3,423",,
Hotel Royal Taipei,,,,,,,,,,,,,,
福華大飯店,"7,272","165,820",74.97%,"4,196","695,832,000","647,478,000","1,584,398,000","2,963","4,405",959,946,"9,273",,
Howard Plaza Hotel,,,,,,,,,,,,,,
台北君悅酒店,"8,388","170,966",66.81%,"6,556","1,120,891,725","1,105,467,444","2,502,528,914","1,759","4,197","2,212",861,"9,029",,
Grand Hyatt Taipei,,,,,,,,,,,,,,
晶華酒店,"6,456","158,492",80.71%,"5,931","939,980,240","1,624,745,761","3,330,169,655","3,258","7,031","1,917",284,"12,490",,
The Regent Taipei,,,,,,,,,,,,,,
西華大飯店,"4,116","87,744",70.09%,"5,707","500,785,899","369,108,119","975,487,956","1,726","2,755",679,700,"5,860",,
The Sherwood Hotel Taipei,,,,,,,,,,,,,,
遠東國際大飯店,"5,040","73,867",48.18%,"7,379","545,085,796","681,778,660","1,426,337,763","2,236","3,024",839,998,"7,097",,
Far Eastern Plaza Hotel (Taipei),,,,,,,,,,,,,,
台北威斯汀六福皇宮,"3,456","75,925",72.23%,"6,080","461,636,732","648,656,934","1,262,353,327","1,653","3,634","1,487",0,"6,774",,
The Westin Taipei,,,,,,,,,,,,,,
美麗信花園酒店,"2,436","65,456",88.34%,"2,358","154,370,397","82,320,116","334,213,221",933,638,404,0,"1,975",,
Miramar Garden Taipei,,,,,,,,,,,,,,
台北寒舍艾美酒店,"1,920","45,807",78.44%,"9,775","447,751,993","810,889,640","1,403,243,740","1,001","3,372","1,097",230,"5,700",,
Le Meridien Taipei Hotel,,,,,,,,,,,,,,
台北W飯店,"4,860","120,930",81.81%,"9,851","1,191,324,097","754,282,725","2,188,524,990","2,185","2,568","1,468",0,"6,221",,
W Taipei,,,,,,,,,,,,,,
亞士都飯店,480,"11,120",76.16%,"2,556","28,417,731",0,"28,417,731",154,0,84,0,238,,
Astar Hotel,,,,,,,,,,,,,,
第一大飯店,"2,112","57,731",89.87%,"1,898","109,595,247","54,967,227","369,017,610",161,0,181,172,514,,
First Hotel,,,,,,,,,,,,,,
六福客棧,"2,712","67,907",82.32%,"1,681","114,182,027","124,269,263","250,372,240",484,662,145,181,"1,472",,
The Leofoo Hotel,,,,,,,,,,,,,,
帝后大飯店,816,"16,868",67.96%,"1,734","29,254,317","654,785","29,909,102",192,48,48,0,288,,
Empress Hotel,,,,,,,,,,,,,,
華華大飯店,"1,344","33,276",81.40%,"1,637","54,470,762",0,"56,059,802",288,0,240,144,672,,
Hotel Flowers,,,,,,,,,,,,,,
歐華酒店,"1,344","31,307",76.58%,"3,133","98,094,132","76,528,112","194,308,510",585,571,347,0,"1,503",,
The Riviera Hotel,,,,,,,,,,,,,,
慶泰大飯店,"1,800","46,573",85.06%,"3,078","143,334,558","94,531,917","246,070,296",429,666,344,168,"1,607",,
Gala Hotel,,,,,,,,,,,,,,
天成大飯店,"2,700","78,424",95.49%,"2,982","233,869,176","416,893,656","708,998,402",855,896,156,111,"2,018",,
Cosmos Hotel,,,,,,,,,,,,,,
福容大飯店 台北,"1,440","30,641",69.96%,"3,741","114,631,865","173,354,371","311,643,988",581,"1,155",145,84,"1,965",,
The Fullon Hotel Taipei,,,,,,,,,,,,,,
首都大飯店,"1,548","39,181",83.21%,"4,392","172,065,048","62,884,591","249,752,709",503,719,196,406,"1,824",,
Capital Hotel,,,,,,,,,,,,,,
台北君品大酒店,"3,432","85,133",81.55%,"5,000","425,650,125","596,457,057","1,086,375,186","1,521","2,125",700,63,"4,409",,
Palais De Chine Hotel Taipei,,,,,,,,,,,,,,
台北花園大酒店,"2,892","82,518",93.81%,"2,390","197,217,272","291,409,132","552,566,695",807,"1,416",326,270,"2,819",,
Taipei Garden Hotel,,,,,,,,,,,,,,
日勝生加賀屋國際溫泉飯店,"1,081","16,862",51.28%,"7,276","122,686,641","130,191,844","323,412,656","1,012",681,338,162,"2,193",,
Radium-Kagaya,,,,,,,,,,,,,,
北投麗禧溫泉酒店,792,"14,601",60.61%,"9,818","143,347,566","109,405,452","330,556,686",579,791,30,540,"1,940",,
Grand View Resort,,,,,,,,,,,,,,
寒舍艾麗酒店,"2,820","56,015",65.30%,"5,949","333,227,760","240,687,874","637,465,480","1,024","1,221","1,008",0,"3,253",,
Humble House Hotel Taipei,,,,,,,,,,,,,,
總計,"124,886","2,966,799",78.08%,"4,525","13,424,597,841","14,421,531,041","31,801,586,082","43,881","69,373","24,500","11,439","149,193",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,高雄地區 Kaohsiung,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
華王大飯店,"3,565","56,931",52.50%,"1,647","93,775,995","54,941,710","152,023,332",555,470,477,26,"1,528",,
Hotel Kingdom,,,,,,,,,,,,,,
華園大飯店,"3,228","53,955",54.95%,"2,157","116,385,026","80,998,624","206,097,047",582,583,404,0,"1,569",,
Hotel Holiday Garden Kaohsiung,,,,,,,,,,,,,,
高雄國賓大飯店,"5,436","127,119",76.88%,"2,157","274,208,698","418,906,323","721,514,382","1,595","2,076",194,547,"4,412",,
The Ambassador Hotel Kaohsiung,,,,,,,,,,,,,,
漢來大飯店,"6,480","147,897",75.04%,"3,187","471,283,286","763,488,212","1,638,923,431","2,184","5,008",220,"1,977","9,389",,
Grand Hi-Lai Hotel,,,,,,,,,,,,,,
高雄福華大飯店,"3,252","91,240",92.24%,"2,029","185,162,000","220,396,000","448,330,000","1,128","1,563",389,257,"3,337",,
Howard Plaza Hotel Kaohsiung,,,,,,,,,,,,,,
君鴻國際酒店,"7,020","154,103",72.17%,"2,578","397,216,969","417,981,105","981,124,019","1,647","2,965","1,966",611,"7,189",,
85 SKY TOWER HOTEL,,,,,,,,,,,,,,
寒軒國際大飯店,"4,560","101,800",73.40%,"2,137","217,523,980","285,156,287","523,530,244","1,357","1,571",417,364,"3,709",,
Han-Hsien lnternational Hotel,,,,,,,,,,,,,,
麗尊大酒店,"2,376","57,700",79.84%,"2,228","128,534,948","219,180,976","368,549,014",678,"1,270",240,264,"2,452",,
The Lees Hotel,,,,,,,,,,,,,,
福容大飯店 高雄,"3,000","49,305",54.03%,"2,323","114,511,202","55,443,837","171,451,983",526,483,87,58,"1,154",,
Fullon Hotel Kaohsiung,,,,,,,,,,,,,,
總計,"38,917","840,050",70.97%,"2,379","1,998,602,104","2,516,493,074","5,211,543,452","10,252","15,989","4,394","4,104","34,739",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,臺中地區 Taichung,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
全國大飯店,"2,136","44,473",68.45%,"2,152","95,701,324","215,464,400","349,705,969",683,"1,741",304,320,"3,048",,
Hotel National,,,,,,,,,,,,,,
通豪大飯店,"2,736","49,633",59.64%,"1,747","86,696,056","102,015,150","199,374,044",704,"1,213",377,177,"2,471",,
Plaza International Hotel,,,,,,,,,,,,,,
長榮桂冠酒店(台中),"4,248","99,757",77.21%,"2,494","248,816,428","295,127,732","617,237,000",982,"1,372",714,0,"3,068",,
Evergreen Laurel Hotel (Taichung),,,,,,,,,,,,,,
台中福華大飯店,"1,860","41,093",72.63%,"2,671","109,745,409","181,721,432","328,133,611",591,"1,220",225,375,"2,411",,
Howard Prince Hotel Taichung,,,,,,,,,,,,,,
台中金典酒店,"2,664","63,543",78.42%,"2,949","187,402,316","277,661,625","1,300,775,050","1,974","1,619",796,837,"5,226",,
The Splendor Hotel,,,,,,,,,,,,,,
裕元花園酒店,"1,788","40,211",73.94%,"3,415","137,301,997","295,117,555","483,237,257",718,"1,859",247,342,"3,166",,
Windsor Hotel,,,,,,,,,,,,,,
台中港酒店,"2,400","41,334",56.62%,"1,684","69,610,819","46,998,700","123,087,846",432,567,309,155,"1,463",,
Taichung Harbor Hotel,,,,,,,,,,,,,,
總計,"17,832","380,044",70.07%,"2,461","935,274,349","1,414,106,594","3,401,550,777","6,084","9,591","2,972","2,206","20,853",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,花蓮地區 Hualien,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
花蓮亞士都飯店,"2,004","45,358",74.41%,"1,540","69,838,742","14,516,214","84,834,661",263,169,88,0,520,,
Astar Hotel,,,,,,,,,,,,,,
統帥大飯店,"3,240","66,605",67.58%,"1,428","95,122,301","72,660,505","172,072,601",399,726,291,60,"1,476",,
Marshal Hotel,,,,,,,,,,,,,,
花蓮翰品酒店,"2,419","48,402",65.79%,"2,163","104,696,916","141,156,624","257,335,520",689,906,258,0,"1,853",,
Hualien Chateau de Chine Hotel,,,,,,,,,,,,,,
美侖大飯店,"4,116","97,687",78.03%,"2,490","243,252,447","173,291,229","435,291,296",956,"1,450",131,752,"3,289",,
Parkview Hotel,,,,,,,,,,,,,,
遠雄悅來大飯店,"4,572","85,287",61.33%,"3,918","334,146,055","194,710,590","603,025,325",723,"1,597",541,"1,911","4,772",,
"Farglory Hotel, Hualien",,,,,,,,,,,,,,
總計,"16,351","343,339",69.04%,"2,467","847,056,461","596,335,162","1,552,559,403","3,030","4,848","1,309","2,723","11,910",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,風景區 Scenic Area,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
陽明山中國麗緻大飯店,564,"8,629",50.30%,"4,656","40,179,737","31,848,705","100,322,580",129,120,112,161,522,,
Hotel Landis China Yangmingshan,,,,,,,,,,,,,,
曾文.山芙蓉渡假大酒店,"2,226","27,412",40.50%,"1,770","48,516,116","29,173,196","80,191,866",287,279,0,277,843,,
The Hibiscus Resort,,,,,,,,,,,,,,
高雄圓山大飯店,"1,284","28,179",72.15%,"1,792","50,502,290","133,171,146","203,374,177",383,"1,020",180,633,"2,216",,
Grand Hotel Kaohsiung,,,,,,,,,,,,,,
礁溪老爺大酒店,"2,316","55,547",78.85%,"6,851","380,569,664","263,353,168","747,486,303",978,"1,372",817,554,"3,721",,
Hotel Royal Chiao-His,,,,,,,,,,,,,,
長榮鳳凰酒店(礁溪),"2,772","60,586",71.86%,"6,019","364,667,389","236,592,999","718,517,779","1,255","1,224",643,527,"3,649",,
Evergreen Resort Hotel(Jiaosi),,,,,,,,,,,,,,
涵碧樓大飯店,"1,152","29,160",83.22%,"10,989","320,437,855","131,199,722","527,763,783",621,889,233,"1,380","3,123",,
The Lalu Sun Moon Lake,,,,,,,,,,,,,,
雲品溫泉酒店日月潭,"2,532","58,585",76.07%,"7,425","434,988,300","259,197,351","743,636,684","1,139","1,529",706,308,"3,682",,
Fleur De Chine Hotel,,,,,,,,,,,,,,
日月行館,"1,093","14,126",42.49%,"10,834","153,034,227","87,196,077","247,338,237",404,558,230,315,"1,507",,
Wen Wan Hotel & Resorts,,,,,,,,,,,,,,
凱撒大飯店,"3,372","90,594",88.33%,"5,674","513,997,211","174,642,524","731,416,053","1,224","1,040",249,979,"3,492",,
Caesar Park Hotel Kenting,,,,,,,,,,,,,,
墾丁福華渡假飯店,"4,860","114,579",77.51%,"3,784","433,554,875","146,791,707","631,463,645","1,316",901,0,"1,629","3,846",,
Howard Beach Resort Kenting,,,,,,,,,,,,,,
東方渡假酒店,"1,008","8,593",27.90%,"2,468","21,210,438","12,471,085","34,463,242",224,148,17,46,435,,
Dong Fang Du Jia Jiudian Hotel,,,,,,,,,,,,,,
知本老爺大酒店,"2,184","51,191",77.06%,"3,826","195,850,248","107,246,108","350,962,832",562,754,504,848,"2,668",,
Hotel Royal Chihpen Spa,,,,,,,,,,,,,,
太魯閣晶英酒店,"1,920","36,437",62.39%,"5,591","203,722,845","86,734,288","331,896,659",625,444,340,362,"1,771",,
"Silks Place Hotel, Taroko",,,,,,,,,,,,,,
龍谷大飯店,"2,268","22,608",32.77%,"1,661","37,562,561","22,054,722","63,802,744",195,121,110,117,543,,
Dragon Valley Hotel,,,,,,,,,,,,,,
水沙蓮觀光大飯店,652,"1,633",8.23%,"3,163","5,165,425","311,341","5,476,766",22,9,11,6,48,,
El Dorado Hotel,,,,,,,,,,,,,,
阿里山賓館,420,"4,968",38.89%,"5,222","25,945,308",0,"25,945,308",60,0,42,36,138,,
Alishan House,,,,,,,,,,,,,,
名都觀光渡假大飯店,"1,189","21,214",58.66%,"1,671","35,458,238","34,744,287","72,087,518",310,437,163,60,970,,
Beau Max Resort Hotel,,,,,,,,,,,,,,
朝麗阿里山賓館,"1,248","22,688",59.77%,"5,642","127,998,545","36,743,800","175,073,060",325,203,133,126,787,,
Alishan House,,,,,,,,,,,,,,
南台灣觀光大飯店,"1,260","24,006",62.64%,"1,229","29,492,287","16,754,505","61,460,677",144,96,120,228,588,,
South Formosa Hotel,,,,,,,,,,,,,,
總計,"34,320","680,735",65.20%,"5,028","3,422,853,559","1,810,226,731","5,852,679,913","10,203","11,144","4,610","8,592","34,549",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,桃竹苗地區 TauHsiuMiao,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
桃園大飯店,"4,656","125,923",88.92%,"1,205","151,749,953","90,766,436","270,865,847",900,946,437,190,"2,473",,
Taoyuan Hotel,,,,,,,,,,,,,,
尊爵天際大飯店,"3,000","75,486",82.72%,"2,473","186,639,578","91,331,680","298,357,318",549,798,276,185,"1,808",,
Ｍonarch-Skyline Hotel,,,,,,,,,,,,,,
南方莊園,"1,332","24,856",61.35%,"4,108","102,117,171","137,766,426","301,285,095",448,927,358,343,"2,076",,
South Gardens Resort,,,,,,,,,,,,,,
台北諾富特華航桃園機場飯店,"4,305","117,032",89.38%,"2,583","302,339,061","171,339,472","527,126,051","1,061","1,202",625,192,"3,080",,
Novotel Taipei Taoyuan International Airport,,,,,,,,,,,,,,
新竹喜來登大飯店,"4,632","102,833",72.99%,"3,705","380,987,773","483,113,484","975,690,756","1,636","2,005",242,997,"4,880",,
Sheraton Hsinchu Hotel,,,,,,,,,,,,,,
新竹老爺大酒店,"2,496","52,101",68.63%,"2,916","151,919,398","159,212,114","327,847,836",573,"1,099",546,171,"2,389",,
Hotel Royal Hsinchu,,,,,,,,,,,,,,
新竹國賓大飯店,"3,084","65,597",69.93%,"3,310","217,129,158","355,320,499","738,385,671","1,269","2,500",434,197,"4,400",,
The Ambassador Hotel Hsinchu,,,,,,,,,,,,,,
尊爵大飯店,"2,771","64,093",76.04%,"2,290","146,779,376","208,479,751","382,004,821",628,"1,193",480,398,"2,699",,
Monarch Plaza Hotel,,,,,,,,,,,,,,
古華花園飯店,"2,928","76,788",86.21%,"2,505","192,365,300","164,069,042","389,675,290",673,"1,388",107,295,"2,463",,
Hotel Kuva Chateau,,,,,,,,,,,,,,
福容大飯店 桃園,"2,184","52,492",79.02%,"2,130","111,831,531","67,539,428","192,678,033",384,564,96,120,"1,164",,
Fullon Hotel Taoyuan,,,,,,,,,,,,,,
福容大飯店 林口,"1,783","47,863",88.26%,"2,742","131,262,435","96,578,331","231,260,717",385,717,109,73,"1,284",,
Fullon Hotel Linkou,,,,,,,,,,,,,,
豐邑喜來登大飯店,"4,668","11,426",8.05%,"3,705","42,331,973","41,900,363","92,339,112",430,367,58,268,"1,123",,
Glory Hotel,,,,,,,,,,,,,,
苗栗兆品酒店,"1,457","30,973",69.87%,"1,710","52,959,449","54,127,468","111,272,074",420,443,252,0,"1,115",,
Miaoli Maison De Chine,,,,,,,,,,,,,,
總計,"39,296","847,463",70.90%,"2,561","2,170,412,156","2,121,544,494","4,838,788,621","9,356","14,149","4,020","3,429","30,954",,
Total,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
列印日期：,2015/3/9,其他地區 Other,,資料期間：,,2014年1月至2014年12月(Data for 2014/1～2014/12),,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,
福容大飯店 淡水漁人碼頭,"2,376","28,060",38.83%,"5,189","145,599,000","213,888,530","417,042,014",540,"1,350",381,210,"2,481",,
Fullon Hotel Danshuei Fiahermen’s Wharf,,,,,,,,,,,,,,
大板根渡假酒店,"1,140","29,858",86.11%,"4,620","137,931,421","156,728,310","433,606,871",460,936,53,"1,478","2,927",,
The Great Roots Resort Hotel,,,,,,,,,,,,,,
台南大飯店,"1,824","31,366",56.54%,"1,783","55,926,676","130,061,575","213,365,960",481,"1,054",477,0,"2,012",,
Hotel Tainan,,,,,,,,,,,,,,
大億麗緻酒店,"3,780","80,146",69.71%,"3,289","263,588,894","316,820,092","648,069,097","1,146","2,207",761,0,"4,114",,
Tayih Landis Tainan,,,,,,,,,,,,,,
台糖長榮酒店(台南),"2,364","60,550",84.21%,"2,705","163,797,966","290,147,112","469,391,579",676,986,223,228,"2,113",,
Evergreen Plaza Hotel(Tainan),,,,,,,,,,,,,,
香格里拉台南遠東國際大飯店,"3,998","95,798",78.78%,"3,587","343,670,853","300,694,680","728,229,766","1,631","2,090",890,249,"4,860",,
"Shangri-La’s Far Eastern Plaza Hotel,Tainan",,,,,,,,,,,,,,
義大皇家酒店,"7,872","130,284",54.41%,"3,821","497,788,014","345,837,300","886,077,666","1,446","2,395","1,536",688,"6,065",,
E-DA Royal Hotel,,,,,,,,,,,,,,
