 ,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
台北寒舍喜來登大飯店,"8,260","173,843",69.19%,"5,976","1,038,843,945","1,383,202,281","2,723,573,005","2,702","5,491","2,357",538,"11,088",,,,,,
Sheraton Grande Taipei Hotel,,,,,,,,,,,,,,,,,,
老爺大酒店,"2,424","66,692",90.45%,"4,788","319,298,398","308,372,929","713,461,095",911,"1,753",290,560,"3,514",,,,,,
Hotel Royal Taipei,,,,,,,,,,,,,,,,,,
福華大飯店,"7,272","160,800",72.70%,"4,192","674,146,000","638,186,000","1,558,950,000","2,862","4,513",958,923,"9,256",,,,,,
Howard Plaza Hotel,,,,,,,,,,,,,,,,,,
台北君悅酒店,"10,236","200,895",64.52%,"6,398","1,285,412,435","1,069,178,341","2,649,780,550","1,800","4,273","2,157",894,"9,124",,,,,,
Grand Hyatt Taipei,,,,,,,,,,,,,,,,,,
晶華酒店,"6,456","154,225",78.54%,"5,732","884,042,366","1,624,710,892","3,297,877,523","3,318","7,167","1,961",254,"12,700",,,,,,
The Regent Taipei,,,,,,,,,,,,,,,,,,
西華大飯店,"4,116","95,672",76.42%,"5,215","498,922,914","398,988,816","1,004,454,392","1,802","2,954",661,814,"6,231",,,,,,
The Sherwood Hotel Taipei,,,,,,,,,,,,,,,,,,
遠東國際大飯店,"5,040","82,085",53.55%,"6,957","571,026,278","734,034,928","1,511,309,596","2,051","2,899",867,980,"6,797",,,,,,
"Shangri-La's Far Eastern Plaza Hotel, Taipei",,,,,,,,,,,,,,,,,,
台北威斯汀六福皇宮,"3,456","81,814",77.83%,"6,224","509,176,200","807,773,135","1,447,396,354","1,676","3,340","2,189",0,"7,205",,,,,,
The Westin Taipei,,,,,,,,,,,,,,,,,,
美麗信花園酒店,"2,436","63,824",86.14%,"2,485","158,588,442","81,436,134","324,881,220",964,658,402,0,"2,024",,,,,,
Miramar Garden Taipei,,,,,,,,,,,,,,,,,,
台北寒舍艾美酒店,"1,920","43,503",74.49%,"9,484","412,592,721","821,747,707","1,379,643,183","1,127","3,352","1,264",0,"5,743",,,,,,
Le Meridien Taipei Hotel,,,,,,,,,,,,,,,,,,
台北W飯店,"4,860","117,913",79.77%,"9,580","1,129,597,152","787,747,194","2,156,537,727","2,297","2,631","1,351",0,"6,279",,,,,,
W Taipei,,,,,,,,,,,,,,,,,,
亞士都飯店,480,"9,630",65.96%,"2,575","24,798,278",0,"24,798,278",168,0,84,0,252,,,,,,
Astar Hotel,,,,,,,,,,,,,,,,,,
第一大飯店,"2,112","54,260",84.46%,"1,989","107,921,038","44,461,729","362,859,675",166,14,177,150,507,,,,,,
First Hotel,,,,,,,,,,,,,,,,,,
六福客棧,"2,712","70,029",84.89%,"1,655","115,928,193","136,893,493","264,289,530",404,970,115,203,"1,692",,,,,,
The Leofoo Hotel,,,,,,,,,,,,,,,,,,
帝后大飯店,816,"16,000",64.46%,"1,647","26,355,743","662,823","27,018,566",192,48,48,0,288,,,,,,
Empress Hotel,,,,,,,,,,,,,,,,,,
華華大飯店,"1,344","30,366",74.28%,"1,641","49,820,023",0,"51,275,969",288,0,238,144,670,,,,,,
Hotel Flowers,,,,,,,,,,,,,,,,,,
北投老爺酒店,600,"5,354",29.34%,"5,861","31,379,357","26,549,117","68,629,213",297,336,24,534,"1,191",,,,,,
Hotel Royal Beitou,,,,,,,,,,,,,,,,,,
歐華酒店,"1,344","25,863",63.27%,"3,309","85,591,524","78,495,874","182,654,406",588,596,358,0,"1,542",,,,,,
The Riviera Hotel,,,,,,,,,,,,,,,,,,
慶泰大飯店,"1,800","45,269",82.68%,"3,077","139,309,862","90,360,133","237,889,720",413,716,339,168,"1,636",,,,,,
Gala Hotel,,,,,,,,,,,,,,,,,,
天成大飯店,"2,700","78,592",95.70%,"3,190","250,725,841","413,416,983","718,129,391","1,008",981,198,372,"2,559",,,,,,
Cosmos Hotel,,,,,,,,,,,,,,,,,,
福容大飯店 台北一館,"1,440","30,588",69.84%,"3,706","113,370,474","167,589,281","302,672,608",554,"1,075",141,120,"1,890",,,,,,
The Fullon Hotel Taipei,,,,,,,,,,,,,,,,,,
首都大飯店,"1,548","39,895",84.73%,"4,264","170,127,185","46,108,322","229,923,009",453,591,169,427,"1,640",,,,,,
Capital Hotel,,,,,,,,,,,,,,,,,,
台北君品大酒店,"3,432","86,608",82.97%,"4,982","431,452,328","602,865,055","1,095,885,507","1,510","2,046",786,0,"4,342",,,,,,
Palais De Chine Hotel Taipei,,,,,,,,,,,,,,,,,,
台北花園大酒店,"2,892","80,530",91.55%,"2,422","195,030,217","297,059,843","558,989,358",738,"1,242",332,282,"2,594",,,,,,
Taipei Garden Hotel,,,,,,,,,,,,,,,,,,
日勝生加賀屋國際溫泉飯店,"1,080","14,485",44.09%,"8,610","124,720,700","116,780,260","314,979,460","1,003",688,357,157,"2,205",,,,,,
Radium-Kagaya,,,,,,,,,,,,,,,,,,
北投麗禧溫泉酒店,792,"13,212",54.84%,"13,121","173,356,321","123,909,037","353,754,138",458,861,36,747,"2,102",,,,,,
Grand View Resort,,,,,,,,,,,,,,,,,,
寒舍艾麗酒店,"2,820","67,230",78.38%,"6,125","411,751,878","325,484,781","812,983,744","1,070","1,394","1,013",0,"3,477",,,,,,
Humble House Hotel Taipei,,,,,,,,,,,,,,,,,,
總計,"127,976","2,949,322",75.76%,"4,553","13,428,150,026","14,891,872,750","32,259,727,312","43,788","71,007","25,510","12,152","152,457",,,,,,
Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
列印日期：,2016/2/19,高雄地區 Kaohsiung,,資料期間：,,2015年1月至2015年12月(Data for 2015/1～2015/12),,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
華王大飯店,"3,564","49,814",45.95%,"1,657","82,547,657","43,324,501","127,320,337",441,355,432,23,"1,251",,,,,,
Hotel Kingdom,,,,,,,,,,,,,,,,,,
華園大飯店,"3,228","61,213",62.34%,"1,968","120,493,796","67,402,706","195,504,703",524,583,475,0,"1,582",,,,,,
Hotel Holiday Garden Kaohsiung,,,,,,,,,,,,,,,,,,
高雄國賓大飯店,"5,436","133,838",80.94%,"2,169","290,291,643","431,468,255","751,160,485","1,754","2,128",202,531,"4,615",,,,,,
The Ambassador Hotel Kaohsiung,,,,,,,,,,,,,,,,,,
漢來大飯店,"5,232","125,556",78.90%,"3,600","451,995,742","810,026,041","1,529,106,941","2,130","5,450",95,"2,241","9,916",,,,,,
Grand Hi-Lai Hotel,,,,,,,,,,,,,,,,,,
高雄福華大飯店,"3,252","88,558",89.53%,"2,148","190,211,000","220,722,000","452,070,000","1,118","1,509",400,254,"3,281",,,,,,
Howard Plaza Hotel Kaohsiung,,,,,,,,,,,,,,,,,,
君鴻國際酒店,"7,020","140,593",65.84%,"2,564","360,425,848","405,001,851","926,583,695","1,671","2,505","2,140",515,"6,831",,,,,,
85 SKY TOWER HOTEL,,,,,,,,,,,,,,,,,,
寒軒國際大飯店,"4,560","102,544",73.93%,"2,073","212,540,508","285,343,691","517,130,526","1,391","1,545",432,376,"3,744",,,,,,
Han-Hsien lnternational Hotel,,,,,,,,,,,,,,,,,,
麗尊大酒店,"2,376","59,170",81.87%,"2,289","135,443,218","237,961,607","396,793,361",688,"1,229",348,169,"2,434",,,,,,
The Lees Hotel,,,,,,,,,,,,,,,,,,
福容大飯店 高雄,"3,250","50,545",51.45%,"2,219","112,135,613","67,101,821","180,565,613",534,489,98,67,"1,188",,,,,,
Fullon Hotel Kaohsiung,,,,,,,,,,,,,,,,,,
總計,"37,918","811,831",70.43%,"2,409","1,956,085,025","2,568,352,473","5,076,235,661","10,251","15,793","4,622","4,176","34,842",,,,,,
Total,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,
列印日期：,2016/2/19,臺中地區 Taichung,,資料期間：,,2015年1月至2015年12月(Data for 2015/1～2015/12),,,,,,,,,,,,
,住用及營收概況,,,,,各部門職工概況(No. of Employees),,,,,,,,,,,,
旅館名稱,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Hotel Name,No. of Rooms,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
全國大飯店,"2,136","43,505",66.96%,"2,176","94,662,776","214,630,278","353,779,369",645,"1,727",293,312,"2,977",,,,,,
Hotel National,,,,,,,,,,,,,,,,,,
通豪大飯店,"2,736","39,515",47.48%,"1,857","73,378,567","124,190,150","208,437,240",669,"1,531",342,166,"2,708",,,,,,
Plaza International Hotel,,,,,,,,,,,,,,,,,,
長榮桂冠酒店(台中),"4,248","95,005",73.53%,"2,492","236,729,888","305,182,288","616,274,445",959,"1,418",712,0,"3,089",,,,,,
Evergreen Laurel Hotel (Taichung),,,,,,,,,,,,,,,,,,
台中福華大飯店,"1,860","38,443",67.95%,"2,773","106,601,299","167,266,093","314,183,461",559,"1,198",224,359,"2,340",,,,,,
Howard Prince Hotel Taichung,,,,,,,,,,,,,,,,,,
台中金典酒店,"2,664","65,006",80.22%,"2,970","193,099,931","265,011,095","659,863,580","1,838","1,513",797,800,"4,948",,,,,,
The Splendor Hotel Taichung,,,,,,,,,,,,,,,,,,
裕元花園酒店,"1,788","40,691",74.82%,"3,401","138,384,085","293,467,628","484,792,739",750,"1,985",250,334,"3,319",,,,,,
Windsor Hotel,,,,,,,,,,,,,,,,,,
台中港酒店,"2,400","48,180",66.00%,"1,678","80,833,562","66,315,300","155,400,483",459,623,265,103,"1,450",,,,,,
Taichung Harbor Hotel,,,,,,,,,,,,,,,,,,
